id_libro,titulo,descripcion,portada_url,stock,ISBN,id_editorial
317,Bases de Datos Aplicada,"Un texto completo que aborda los principios de Bases de Datos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00317.jpg,1,978-0-662-10388-2,15
318,Guia Practica de Estructuras de Datos,"Un texto didactico que aborda los principios de Estructuras de Datos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00318.jpg,1,978-0-912799-08-7,20
319,El Horizonte tras camino,"Un relato profundo sobre las relaciones humanas y el paso del tiempo. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00319.jpg,1,978-0-7298-0686-2,12
320,Introduccion a Contabilidad Publica,"Un texto actualizado que aborda los principios de Contabilidad Publica, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00320.jpg,2,978-0-86376-599-5,6
321,Costos y Presupuestos: teoria y practica,"Un texto actualizado que aborda los principios de Costos y Presupuestos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00321.jpg,1,978-1-247-31498-3,25
322,Produccion Audiovisual para Profesionales,"Un texto practico que aborda los principios de Produccion Audiovisual, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00322.jpg,4,978-1-300-98180-0,40
323,Zootecnia: teoria y practica,"Un texto actualizado que aborda los principios de Zootecnia, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00323.jpg,1,978-0-565-12694-0,38
324,El Bosque sin bosque,Considerada una de las obras mas influyentes de su genero. Una reflexion sobre la sociedad contemporanea contada con maestria. El autor construye un mundo lleno de detalles y matices inolvidables.,https://covers.biblioteca.local/00324.jpg,3,978-1-959463-68-9,17
325,Conceptos Clave de Diseno UX/UI,"Un texto riguroso que aborda los principios de Diseno UX/UI, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00325.jpg,1,978-0-588-74495-4,26
326,Fundamentos de Desarrollo Web,"Un texto practico que aborda los principios de Desarrollo Web, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00326.jpg,2,978-0-13-721386-3,31
327,La puente de laberinto,"Los personajes enfrentan decisiones que cambiaran su destino para siempre. Un texto imprescindible para comprender las tensiones de su tiempo. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00327.jpg,1,978-0-260-12796-9,7
328,Perdido Espejo,Una reflexion sobre la sociedad contemporanea contada con maestria. Los personajes enfrentan decisiones que cambiaran su destino para siempre. El autor construye un mundo lleno de detalles y matices inolvidables.,https://covers.biblioteca.local/00328.jpg,1,978-0-435-19066-8,39
329,Bases de Manejo de Cultivos,"Un texto actualizado que aborda los principios de Manejo de Cultivos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00329.jpg,1,978-0-277-03843-2,24
330,Principios de Contabilidad de Costos,"Un texto completo que aborda los principios de Contabilidad de Costos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00330.jpg,3,978-0-920530-21-4,9
331,El Reino del viaje,Un viaje narrativo que combina emocion e intriga en cada capitulo. Una historia que atrapa desde la primera pagina.,https://covers.biblioteca.local/00331.jpg,2,978-1-56693-801-3,30
332,Machine Learning para Profesionales,"Un texto aplicado que aborda los principios de Machine Learning, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00332.jpg,3,978-1-895543-93-3,26
333,Edicion de Video Aplicada,"Un texto completo que aborda los principios de Edicion de Video, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00333.jpg,1,978-1-904268-18-5,12
334,Mar antiguo,"La obra explora temas de identidad, perdida y esperanza. Los personajes enfrentan decisiones que cambiaran su destino para siempre. Un relato profundo sobre las relaciones humanas y el paso del tiempo.",https://covers.biblioteca.local/00334.jpg,1,978-1-5184-8947-1,19
335,El Horizonte de reino,Un viaje narrativo que combina emocion e intriga en cada capitulo. La narracion se despliega entre distintos escenarios y epocas.,https://covers.biblioteca.local/00335.jpg,1,978-1-357-79071-4,15
336,Manual de Ilustracion Digital,"Un texto actualizado que aborda los principios de Ilustracion Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00336.jpg,3,978-0-633-56588-6,31
337,Fundamentos de Fotografia Digital,"Un texto aplicado que aborda los principios de Fotografia Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00337.jpg,2,978-1-341-65182-3,39
338,Bases de Recursos Humanos,"Un texto actualizado que aborda los principios de Recursos Humanos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00338.jpg,2,978-1-5394-2373-7,30
339,Mar eterno 2,Considerada una de las obras mas influyentes de su genero. La narracion se despliega entre distintos escenarios y epocas. Un clasico recomendado para lectores de todas las edades.,https://covers.biblioteca.local/00339.jpg,2,978-0-433-33952-6,39
340,Realidad Aumentada para Profesionales,"Un texto didactico que aborda los principios de Realidad Aumentada, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00340.jpg,1,978-0-17-908075-1,21
341,Principios de Sistemas de Riego,"Un texto didactico que aborda los principios de Sistemas de Riego, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00341.jpg,2,978-1-947284-63-0,16
342,Diseno Grafico Aplicada,"Un texto practico que aborda los principios de Diseno Grafico, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00342.jpg,1,978-0-86780-856-8,32
343,Conceptos Clave de Ilustracion Digital,"Un texto completo que aborda los principios de Ilustracion Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00343.jpg,3,978-1-187-50036-1,37
344,Planeacion Estrategica para Profesionales,"Un texto actualizado que aborda los principios de Planeacion Estrategica, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00344.jpg,3,978-1-59428-434-2,12
345,Guia Practica de Ingenieria de Software,"Un texto riguroso que aborda los principios de Ingenieria de Software, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00345.jpg,5,978-1-5276-3655-2,22
346,Manual de Inteligencia Artificial,"Un texto actualizado que aborda los principios de Inteligencia Artificial, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00346.jpg,2,978-1-72929-314-0,17
347,Produccion Pecuaria para Profesionales,"Un texto completo que aborda los principios de Produccion Pecuaria, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00347.jpg,4,978-1-63227-026-9,38
348,El Umbral del corazon,La narracion se despliega entre distintos escenarios y epocas. El autor construye un mundo lleno de detalles y matices inolvidables.,https://covers.biblioteca.local/00348.jpg,4,978-0-88574-489-3,34
349,Guia Practica de Agroecologia,"Un texto completo que aborda los principios de Agroecologia, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00349.jpg,3,978-1-120-34717-6,27
350,Produccion Agricola Aplicada,"Un texto riguroso que aborda los principios de Produccion Agricola, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00350.jpg,2,978-1-55884-506-0,22
351,El Jardin y el sueno 5,"Un clasico recomendado para lectores de todas las edades. La obra explora temas de identidad, perdida y esperanza.",https://covers.biblioteca.local/00351.jpg,1,978-1-939982-45-2,32
352,Bases de Produccion Audiovisual,"Un texto didactico que aborda los principios de Produccion Audiovisual, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00352.jpg,1,978-1-71694-722-3,25
353,Agroecologia Aplicada,"Un texto completo que aborda los principios de Agroecologia, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00353.jpg,3,978-1-996112-53-3,13
354,Conceptos Clave de Emprendimiento,"Un texto practico que aborda los principios de Emprendimiento, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00354.jpg,1,978-1-4496-4759-9,20
355,Ciberseguridad: teoria y practica,"Un texto actualizado que aborda los principios de Ciberseguridad, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00355.jpg,2,978-1-220-23413-0,20
356,Fundamentos de Manejo de Suelos,"Un texto actualizado que aborda los principios de Manejo de Suelos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00356.jpg,2,978-1-111-78006-7,22
357,Manual de Multimedia Interactiva,"Un texto practico que aborda los principios de Multimedia Interactiva, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00357.jpg,1,978-0-492-16433-6,15
358,Manual de Cultivos Tropicales,"Un texto didactico que aborda los principios de Cultivos Tropicales, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00358.jpg,3,978-1-228-20055-7,11
359,Conceptos Clave de Cultivos Tropicales,"Un texto aplicado que aborda los principios de Cultivos Tropicales, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00359.jpg,3,978-1-84872-829-5,17
360,Algoritmos para Profesionales,"Un texto riguroso que aborda los principios de Algoritmos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00360.jpg,2,978-1-884578-31-1,4
361,Guia Practica de Recursos Humanos,"Un texto practico que aborda los principios de Recursos Humanos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00361.jpg,4,978-1-56424-008-8,31
362,Introduccion a Emprendimiento,"Un texto actualizado que aborda los principios de Emprendimiento, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00362.jpg,1,978-1-4780-7740-4,7
363,La desierto sin legado,El autor construye un mundo lleno de detalles y matices inolvidables. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00363.jpg,5,978-1-930853-68-3,33
364,Multimedia Interactiva: teoria y practica,"Un texto practico que aborda los principios de Multimedia Interactiva, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00364.jpg,2,978-1-326-63416-2,17
365,Introduccion a Recursos Humanos,"Un texto didactico que aborda los principios de Recursos Humanos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00365.jpg,2,978-1-4846-3122-5,36
366,Viaje prohibido,Un viaje narrativo que combina emocion e intriga en cada capitulo. Una historia que atrapa desde la primera pagina. La narracion se despliega entre distintos escenarios y epocas.,https://covers.biblioteca.local/00366.jpg,3,978-0-7974-9735-1,6
367,Guia Practica de Bases de Datos,"Un texto actualizado que aborda los principios de Bases de Datos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00367.jpg,1,978-0-08-021442-9,5
368,Edicion de Video: teoria y practica,"Un texto aplicado que aborda los principios de Edicion de Video, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00368.jpg,3,978-0-312-07356-5,4
369,Contabilidad Publica: teoria y practica,"Un texto actualizado que aborda los principios de Contabilidad Publica, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00369.jpg,1,978-1-57051-204-9,8
370,Introduccion a Desarrollo Web,"Un texto didactico que aborda los principios de Desarrollo Web, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00370.jpg,1,978-0-87234-601-7,29
371,Fundamentos de Algoritmos,"Un texto completo que aborda los principios de Algoritmos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00371.jpg,1,978-1-73037-183-7,26
372,Programacion Orientada a Objetos para Profesionales,"Un texto didactico que aborda los principios de Programacion Orientada a Objetos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00372.jpg,2,978-1-4520-8814-3,8
373,Fundamentos de Contabilidad de Costos,"Un texto aplicado que aborda los principios de Contabilidad de Costos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00373.jpg,1,978-1-350-31365-1,31
374,Manejo de Cultivos: teoria y practica,"Un texto completo que aborda los principios de Manejo de Cultivos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00374.jpg,1,978-0-491-63009-2,31
375,Guia Practica de Contabilidad de Costos,"Un texto practico que aborda los principios de Contabilidad de Costos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00375.jpg,1,978-0-513-27195-1,37
376,Introduccion a Finanzas Corporativas,"Un texto aplicado que aborda los principios de Finanzas Corporativas, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00376.jpg,3,978-0-528-12735-9,16
377,Ilustracion Digital para Profesionales,"Un texto actualizado que aborda los principios de Ilustracion Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00377.jpg,1,978-1-306-52407-0,4
378,Costos y Presupuestos para Profesionales,"Un texto didactico que aborda los principios de Costos y Presupuestos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00378.jpg,2,978-1-873928-55-4,32
379,Guia Practica de Motion Graphics,"Un texto didactico que aborda los principios de Motion Graphics, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00379.jpg,1,978-1-9821-8274-8,36
380,Introduccion a Emprendimiento,"Un texto practico que aborda los principios de Emprendimiento, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00380.jpg,1,978-1-70862-095-0,37
381,Introduccion a Bases de Datos,"Un texto riguroso que aborda los principios de Bases de Datos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00381.jpg,5,978-1-186-38782-6,2
382,Finanzas Corporativas: teoria y practica,"Un texto aplicado que aborda los principios de Finanzas Corporativas, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00382.jpg,4,978-1-65118-102-7,40
383,Principios de Machine Learning,"Un texto actualizado que aborda los principios de Machine Learning, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00383.jpg,3,978-0-317-31096-2,15
384,Contabilidad de Costos: teoria y practica,"Un texto practico que aborda los principios de Contabilidad de Costos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00384.jpg,3,978-1-05-391037-9,7
385,Guia Practica de Nutricion Animal,"Un texto aplicado que aborda los principios de Nutricion Animal, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00385.jpg,4,978-1-05-865094-2,32
386,Bases de Fotografia Digital,"Un texto actualizado que aborda los principios de Fotografia Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00386.jpg,3,978-0-413-81138-7,22
387,Diseno Web para Profesionales,"Un texto completo que aborda los principios de Diseno Web, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00387.jpg,1,978-0-383-92886-3,38
388,Fundamentos de Nutricion Animal,"Un texto completo que aborda los principios de Nutricion Animal, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00388.jpg,2,978-1-76122-868-1,12
389,Programacion Orientada a Objetos para Profesionales,"Un texto riguroso que aborda los principios de Programacion Orientada a Objetos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00389.jpg,3,978-0-89755-855-6,29
390,Bases de Contabilidad Financiera,"Un texto completo que aborda los principios de Contabilidad Financiera, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00390.jpg,2,978-1-59398-368-0,19
391,Introduccion a Nutricion Animal,"Un texto actualizado que aborda los principios de Nutricion Animal, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00391.jpg,2,978-1-77600-490-4,21
392,Liderazgo Organizacional Aplicada,"Un texto actualizado que aborda los principios de Liderazgo Organizacional, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00392.jpg,1,978-1-04-335048-2,28
393,Manual de Auditoria,"Un texto practico que aborda los principios de Auditoria, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00393.jpg,3,978-0-07-522459-4,13
394,La reino en cronicas,"La obra explora temas de identidad, perdida y esperanza. Una historia que atrapa desde la primera pagina. Los personajes enfrentan decisiones que cambiaran su destino para siempre.",https://covers.biblioteca.local/00394.jpg,1,978-0-441-96931-9,14
395,Manejo de Cultivos Aplicada,"Un texto riguroso que aborda los principios de Manejo de Cultivos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00395.jpg,1,978-1-279-19409-6,36
396,Marketing Estrategico Aplicada,"Un texto actualizado que aborda los principios de Marketing Estrategico, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00396.jpg,1,978-0-05-566139-5,25
397,Contabilidad Publica Aplicada,"Un texto riguroso que aborda los principios de Contabilidad Publica, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00397.jpg,1,978-1-04-805892-5,13
398,Fundamentos de Finanzas Corporativas,"Un texto actualizado que aborda los principios de Finanzas Corporativas, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00398.jpg,3,978-0-206-79981-6,12
399,Emprendimiento: teoria y practica,"Un texto aplicado que aborda los principios de Emprendimiento, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00399.jpg,1,978-1-4622-5179-7,17
400,Conceptos Clave de Liderazgo Organizacional,"Un texto riguroso que aborda los principios de Liderazgo Organizacional, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00400.jpg,1,978-1-4168-6227-7,21
401,Manual de Ilustracion Digital,"Un texto didactico que aborda los principios de Ilustracion Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00401.jpg,2,978-1-69389-833-4,23
402,Bases de Sistemas de Riego,"Un texto aplicado que aborda los principios de Sistemas de Riego, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00402.jpg,1,978-1-65911-665-6,5
403,Manual de Revisoria Fiscal,"Un texto riguroso que aborda los principios de Revisoria Fiscal, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00403.jpg,3,978-0-559-04259-1,14
404,Introduccion a Diseno Web,"Un texto aplicado que aborda los principios de Diseno Web, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00404.jpg,1,978-0-7033-5211-8,31
405,Guia Practica de Gerencia de Proyectos,"Un texto completo que aborda los principios de Gerencia de Proyectos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00405.jpg,1,978-0-924051-47-0,40
406,Introduccion a Sanidad Animal,"Un texto completo que aborda los principios de Sanidad Animal, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00406.jpg,3,978-0-538-33884-4,17
407,Recursos Humanos Aplicada,"Un texto completo que aborda los principios de Recursos Humanos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00407.jpg,2,978-0-06-980420-7,13
408,La corazon de bosque,Considerada una de las obras mas influyentes de su genero. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00408.jpg,3,978-0-940701-64-9,1
409,Bases de Estructuras de Datos,"Un texto practico que aborda los principios de Estructuras de Datos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00409.jpg,3,978-0-04-636815-9,7
410,Manual de Produccion Agricola,"Un texto actualizado que aborda los principios de Produccion Agricola, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00410.jpg,1,978-0-238-78003-5,4
411,Bases de Diseno Grafico,"Un texto didactico que aborda los principios de Diseno Grafico, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00411.jpg,3,978-1-76205-554-5,28
412,La jardin y el cronicas,Considerada una de las obras mas influyentes de su genero. Una historia que atrapa desde la primera pagina.,https://covers.biblioteca.local/00412.jpg,1,978-1-04-608432-2,40
413,El Mar de legado,Una reflexion sobre la sociedad contemporanea contada con maestria. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00413.jpg,5,978-1-216-89363-1,7
414,Bases de Ilustracion Digital,"Un texto completo que aborda los principios de Ilustracion Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00414.jpg,3,978-1-4957-8232-9,25
415,Guia Practica de Fotografia Digital,"Un texto actualizado que aborda los principios de Fotografia Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00415.jpg,3,978-0-482-62925-8,9
416,Principios de Arquitectura de Software,"Un texto actualizado que aborda los principios de Arquitectura de Software, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00416.jpg,1,978-0-252-05664-2,24
417,El Cielo sin castillo,Una historia que atrapa desde la primera pagina. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00417.jpg,1,978-1-231-22099-3,37
418,Fundamentos de Contabilidad de Costos,"Un texto completo que aborda los principios de Contabilidad de Costos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00418.jpg,3,978-0-933051-72-0,27
419,Liderazgo Organizacional para Profesionales,"Un texto completo que aborda los principios de Liderazgo Organizacional, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00419.jpg,3,978-1-267-72233-1,13
420,Introduccion a Analisis Financiero,"Un texto riguroso que aborda los principios de Analisis Financiero, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00420.jpg,3,978-1-04-633312-3,36
421,El Espejo tras rio,Un relato profundo sobre las relaciones humanas y el paso del tiempo. Un viaje narrativo que combina emocion e intriga en cada capitulo. Un clasico recomendado para lectores de todas las edades.,https://covers.biblioteca.local/00421.jpg,5,978-1-57366-096-9,32
422,Impuestos Aplicada,"Un texto aplicado que aborda los principios de Impuestos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00422.jpg,3,978-1-9998808-1-1,40
423,Conceptos Clave de Analisis Financiero,"Un texto completo que aborda los principios de Analisis Financiero, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00423.jpg,3,978-1-03-886086-6,38
